0.50,0.99,0.0005
0.60,1.46,0.0025
0.70,2.12,0.0088
0.80,2.98,0.0237
0.90,3.96,0.0505
1.00,4.99,0.0902
1.10,5.93,0.1400
1.20,6.71,0.1926
1.30,7.31,0.2443
1.40,7.78,0.2925
1.50,8.12,0.3366
