0.50,1.00,0.0000
0.60,1.50,0.0000
0.70,2.35,0.0000
0.80,4.03,0.0000
0.90,8.80,0.0005
1.00,25.13,0.0197
1.10,40.36,0.0911
1.20,45.02,0.1661
1.30,46.65,0.2305
1.40,47.49,0.2854
1.50,48.00,0.3330
