0.50,1.00,0.0000
0.60,1.50,0.0000
0.70,2.34,0.0000
0.80,3.93,0.0007
0.90,7.23,0.0077
1.00,12.47,0.0382
1.10,17.37,0.0991
1.20,20.21,0.1671
1.30,21.68,0.2298
1.40,22.51,0.2863
1.50,23.00,0.3329
