0.50,1.00,0.0000
0.60,1.50,0.0000
0.70,2.33,0.0000
0.80,3.95,0.0008
0.90,7.17,0.0075
1.00,12.54,0.0389
1.10,17.40,0.0990
1.20,20.21,0.1674
1.30,21.70,0.2313
1.40,22.49,0.2849
1.50,22.99,0.3329
