0.50,1.00,0.0000
0.60,1.50,0.0000
0.70,2.32,0.0000
0.80,3.98,0.0000
0.90,8.87,0.0006
1.00,25.12,0.0197
1.10,40.31,0.0917
1.20,45.00,0.1661
1.30,46.66,0.2307
1.40,47.51,0.2865
1.50,48.00,0.3329
