0.50,0.99,0.0005
0.60,1.46,0.0024
0.70,2.11,0.0088
0.80,2.96,0.0232
0.90,3.98,0.0510
1.00,5.00,0.0916
1.10,5.94,0.1397
1.20,6.71,0.1926
1.30,7.32,0.2450
1.40,7.78,0.2931
1.50,8.12,0.3358
